Source Name	Characteristics [Organism]	Description	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
GSE3218GSM72472	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor from lung metastasis (same patient as 532A). mixed GCT (Yolk Sac Tumor, Teratoma)	GSE3218GSM72472 sample	P-G3218-2	GSE3218GSM72472 extract	total_RNA	P-G3218-1	GSE3218GSM72472 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 532B 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 532B 2	GSM72472.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72449	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Embryonal Carcinoma)	GSE3218GSM72449 sample	P-G3218-2	GSE3218GSM72449 extract	total_RNA	P-G3218-1	GSE3218GSM72449 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 411A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 411A 2	GSM72449.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72332	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Seminoma)	GSE3218GSM72332 sample	P-G3218-2	GSE3218GSM72332 extract	total_RNA	P-G3218-1	GSE3218GSM72332 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 362A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 362A 1	GSM72332.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72418	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Yolk Sac Tumor, Choriocarcinoma)	GSE3218GSM72418 sample	P-G3218-2	GSE3218GSM72418 extract	total_RNA	P-G3218-1	GSE3218GSM72418 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 224A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 224A 2	GSM72418.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72487	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72487 sample	P-G3218-2	GSE3218GSM72487 extract	total_RNA	P-G3218-1	GSE3218GSM72487 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 593A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 593A 2	GSM72487.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72388	Homo sapiens	normal testis control:  Normal Testis Specimen. normal testis	GSE3218GSM72388 sample	P-G3218-3	GSE3218GSM72388 extract	total_RNA	P-G3218-1	GSE3218GSM72388 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls Norm1B1 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls Norm1B1 1	GSM72388.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72460	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Choriocarcinoma, Embryonal Carcinoma, Yolk Sac Tumor)	GSE3218GSM72460 sample	P-G3218-2	GSE3218GSM72460 extract	total_RNA	P-G3218-1	GSE3218GSM72460 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 473A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 473A 2	GSM72460.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72404	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Seminoma)	GSE3218GSM72404 sample	P-G3218-2	GSE3218GSM72404 extract	total_RNA	P-G3218-1	GSE3218GSM72404 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 190B 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 190B 2	GSM72404.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72324	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Yolk Sac Tumor)	GSE3218GSM72324 sample	P-G3218-2	GSE3218GSM72324 extract	total_RNA	P-G3218-1	GSE3218GSM72324 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 289A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 289A 1	GSM72324.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72438	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Teratoma, Teratoma with secondary somatic malignancy)	GSE3218GSM72438 sample	P-G3218-2	GSE3218GSM72438 extract	total_RNA	P-G3218-1	GSE3218GSM72438 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 354B 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 354B 2	GSM72438.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72454	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Seminoma)	GSE3218GSM72454 sample	P-G3218-2	GSE3218GSM72454 extract	total_RNA	P-G3218-1	GSE3218GSM72454 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 429A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 429A 2	GSM72454.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72482	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Embryonal Carcinoma)	GSE3218GSM72482 sample	P-G3218-2	GSE3218GSM72482 extract	total_RNA	P-G3218-1	GSE3218GSM72482 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 584A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 584A 2	GSM72482.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72475	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed non-seminomatous GCT	GSE3218GSM72475 sample	P-G3218-2	GSE3218GSM72475 extract	total_RNA	P-G3218-1	GSE3218GSM72475 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 564A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 564A 2	GSM72475.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72453	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Seminoma)	GSE3218GSM72453 sample	P-G3218-2	GSE3218GSM72453 extract	total_RNA	P-G3218-1	GSE3218GSM72453 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 428A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 428A 2	GSM72453.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72409	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72409 sample	P-G3218-2	GSE3218GSM72409 extract	total_RNA	P-G3218-1	GSE3218GSM72409 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 203A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 203A 2	GSM72409.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.3.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72380	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72380 sample	P-G3218-2	GSE3218GSM72380 extract	total_RNA	P-G3218-1	GSE3218GSM72380 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 593A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 593A 1	GSM72380.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72384	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72384 sample	P-G3218-2	GSE3218GSM72384 extract	total_RNA	P-G3218-1	GSE3218GSM72384 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 600A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 600A 1	GSM72384.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72320	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Embryonal Carcinoma)	GSE3218GSM72320 sample	P-G3218-2	GSE3218GSM72320 extract	total_RNA	P-G3218-1	GSE3218GSM72320 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 256A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 256A 1	GSM72320.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72393	Homo sapiens	pooled normal testis control:  pooled testis specimen (consists of equal amounts of norm1B1, norm1B2, norm1B3, norm1B4, and norm1C10). normal testis	GSE3218GSM72393 sample	P-G3218-3	GSE3218GSM72393 extract	total_RNA	P-G3218-1	GSE3218GSM72393 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls NormPool 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls NormPool 1	GSM72393.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72412	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Yolk Sac Tumor)	GSE3218GSM72412 sample	P-G3218-2	GSE3218GSM72412 extract	total_RNA	P-G3218-1	GSE3218GSM72412 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 210A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 210A 2	GSM72412.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72331	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Teratoma, Teratoma with secondary somatic malignancy)	GSE3218GSM72331 sample	P-G3218-2	GSE3218GSM72331 extract	total_RNA	P-G3218-1	GSE3218GSM72331 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 354B 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 354B 1	GSM72331.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72325	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Teratoma, Yolk Sac, Embryonal Carcinoma)	GSE3218GSM72325 sample	P-G3218-2	GSE3218GSM72325 extract	total_RNA	P-G3218-1	GSE3218GSM72325 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 299A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 299A 1	GSM72325.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72376	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Seminoma)	GSE3218GSM72376 sample	P-G3218-2	GSE3218GSM72376 extract	total_RNA	P-G3218-1	GSE3218GSM72376 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 585A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 585A 1	GSM72376.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72428	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Teratoma)	GSE3218GSM72428 sample	P-G3218-2	GSE3218GSM72428 extract	total_RNA	P-G3218-1	GSE3218GSM72428 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 268A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 268A 2	GSM72428.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72387	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Embryonal Carcinoma)	GSE3218GSM72387 sample	P-G3218-2	GSE3218GSM72387 extract	total_RNA	P-G3218-1	GSE3218GSM72387 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 603A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 603A 1	GSM72387.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72292	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Teratoma, Embryonal Carcinoma)	GSE3218GSM72292 sample	P-G3218-2	GSE3218GSM72292 extract	total_RNA	P-G3218-1	GSE3218GSM72292 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 180A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 180A 1	GSM72292.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72368	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed non-seminomatous GCT	GSE3218GSM72368 sample	P-G3218-2	GSE3218GSM72368 extract	total_RNA	P-G3218-1	GSE3218GSM72368 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 564A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 564A 1	GSM72368.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72402	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor from mediastinum (from same patient as 186A). pure GCT (Yolk Sac Tumor)	GSE3218GSM72402 sample	P-G3218-2	GSE3218GSM72402 extract	total_RNA	P-G3218-1	GSE3218GSM72402 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 186B 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 186B 2	GSM72402.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72367	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Yolk Sac Tumor)	GSE3218GSM72367 sample	P-G3218-2	GSE3218GSM72367 extract	total_RNA	P-G3218-1	GSE3218GSM72367 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 562A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 562A 1	GSM72367.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72378	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Seminoma)	GSE3218GSM72378 sample	P-G3218-2	GSE3218GSM72378 extract	total_RNA	P-G3218-1	GSE3218GSM72378 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 587A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 587A 1	GSM72378.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
